width,seed,phase,input_dim,output_dim,hidden_depth,activation_name,train_steps,initial_train_loss,final_train_loss,mc_samples,cp_mean,mc_mean,mean_error,mean_abs_error,mean_squared_error,mean_l2_error,nmse_mean,variance_normalized_mean_error,empirical_output_rms,empirical_output_std,empirical_output_second_moment,cumulant_config_summary,runtime_seconds,status,error_message,weight_norm_layer_0,bias_norm_layer_0,weight_norm_layer_1,bias_norm_layer_1,weight_norm_layer_2,bias_norm_layer_2,weight_norm_layer_3,bias_norm_layer_3,relative_error_mean,mc_mean_se,mc_noise_z
128,0,initial,64,1,3,relu,0,,,64000,-1.2159858486436357,-1.2138755378377764,-0.0021103108058593,0.0021103108058593,4.4534116973266455e-06,0.002110310805859328,3.022348402662697e-06,2.449209090532443e-06,1.3484457890612849,0.5872071394969244,1.8183060460371112,"k_max=3,kind=simple,use_avg_metric=False,factor=True,use_pK=True,output_d_max=1",0.0846197605133056,ok,,11.18202412156682,10.202381578751584,16.10304482746692,11.918594778785272,16.005747945459515,12.33548181358147,1.3581284069832211,0.9710473924288294,0.0017384902653336221,0.0023211400239031266,0.909169969591732
128,0,trained_to_zero,64,1,3,relu,5000,1.8650904703073177,1.2957481056342886e-05,64000,-0.0020896954490063,-0.0020886827078195,-1.0127411868426917e-06,1.0127411868426917e-06,1.0256447115275437e-12,1.0127411867997572e-06,2.3509960693252243e-07,7.847337116121959e-08,0.0036152413935438,0.00295082613511,1.3069970333593e-05,"k_max=3,kind=simple,use_avg_metric=False,factor=True,use_pK=True,output_d_max=1",8.999271869659424,ok,,9.61459418200356,10.237378229136215,15.90299131639911,11.924279962730235,16.15121776046122,12.342208101554633,1.2818708485294388,0.963498135951237,0.00048487076688260954,1.1664164457624192e-05,0.08682500179537378
128,1,initial,64,1,3,relu,0,,,64000,0.8171834993466337,0.8192030707327314,-0.0020195713860976,0.0020195713860976,4.07866858354439e-06,0.0020195713860976516,6.077644238345216e-06,3.3165744539481637e-06,1.108956046528562,0.7474555786361632,1.229783513132258,"k_max=3,kind=simple,use_avg_metric=False,factor=True,use_pK=True,output_d_max=1",0.081838846206665,ok,,11.262819238359008,11.352529521129563,15.957206643078088,10.354060376346276,15.953820621121569,10.908013781484028,1.3720007983206164,0.5581989532198146,0.002465287861151195,0.00295457759786171,0.6835398017218157
128,1,trained_to_zero,64,1,3,relu,5000,1.2876277416010329,5.755594110679183e-06,64000,0.0011013151900594,0.0011395273750474,-3.821218498809031e-05,3.821218498809031e-05,1.4601710815640343e-09,3.82121849880001e-05,0.0011244855605942,0.0001870081170028,0.002794290891362,0.0025513798123889,7.808061585548756e-06,"k_max=3,kind=simple,use_avg_metric=False,factor=True,use_pK=True,output_d_max=1",9.04994797706604,ok,,9.879814962617242,11.387664169960123,15.770058472244807,10.377544738425566,16.006697210043043,10.91812869727202,1.262652203211283,0.557273175048087,0.033533362858331736,1.0085214229152512e-05,3.7889310361511424
128,2,initial,64,1,3,relu,0,,,64000,1.287583231368787,1.282710879667312,0.0048723517014748,0.0048723517014748,2.373981110286457e-05,0.004872351701475042,1.442845077991058e-05,1.0173069632378022e-05,1.527610451024498,0.8296062254240749,2.33359369007927,"k_max=3,kind=simple,use_avg_metric=False,factor=True,use_pK=True,output_d_max=1",0.0845108032226562,ok,,11.25724962000269,12.99573882555708,15.975907335497174,10.857448496474394,15.983295380540431,11.94915159043157,1.454498986115723,0.3227494546358525,0.003798480061800795,0.0032793065417439557,1.4857872046930103
128,2,trained_to_zero,64,1,3,relu,5000,2.2820792953259006,1.0865180738954665e-05,64000,0.0003650393933543,0.0004346231514451,-6.958375809074536e-05,6.958375809074536e-05,4.841899390031371e-09,6.95837580908e-05,0.0256323101160283,0.0004195665846006,0.0033970928355752,0.003369175336747,1.1540239733516756e-05,"k_max=3,kind=simple,use_avg_metric=False,factor=True,use_pK=True,output_d_max=1",8.62087106704712,ok,,9.883279039451727,13.011483680651349,15.83063225336806,10.875421616398835,16.25638436392385,11.93711054577236,1.3444255089832364,0.314799818354212,0.16010136068301048,1.3317834875731643e-05,5.224854754187101
128,3,initial,64,1,3,relu,0,,,64000,0.9995235016970716,0.9994767805865696,4.672111050185723e-05,4.672111050185723e-05,2.1828621665267542e-09,4.6721110501968255e-05,2.185148192232354e-09,1.155981966930297e-09,1.3741610270604134,0.943061341249887,1.88831852829173,"k_max=3,kind=simple,use_avg_metric=False,factor=True,use_pK=True,output_d_max=1",0.0735628604888916,ok,,11.344474665254184,10.803613365363214,15.994403976565538,11.43466175212004,15.760879472750906,11.113529709900728,1.4218200278415134,0.0884272645981275,4.674556869095246e-05,0.003727777264503683,0.012533235538056074
128,3,trained_to_zero,64,1,3,relu,5000,1.899493092304988,2.4538409835681147e-05,64000,-0.0044538679207372,-0.0044122164874333,-4.165143330391724e-05,4.165143330391724e-05,1.7348418962706663e-09,4.165143330389989e-05,8.9114064672233e-05,6.959413008675557e-05,0.0049927938758833,0.0023367362613438,2.492799068705786e-05,"k_max=3,kind=simple,use_avg_metric=False,factor=True,use_pK=True,output_d_max=1",8.513412714004517,ok,,10.244233274007708,10.829164472557792,15.762411816268775,11.474707662222643,15.771315712169184,11.11101134334928,1.3125699384468443,0.0791040342152352,0.009440024852155332,9.236761096191099e-06,4.509311041049267
128,4,initial,64,1,3,relu,0,,,64000,1.2763214562695422,1.2746262395370616,0.0016952167324806,0.0016952167324806,2.873759770082308e-06,0.001695216732480631,1.7688245262587825e-06,1.1264396251088865e-06,1.597244019517427,0.9625572229056284,2.5511884578841864,"k_max=3,kind=simple,use_avg_metric=False,factor=True,use_pK=True,output_d_max=1",0.0757882595062255,ok,,11.276032390096583,10.953476730268957,15.95065474316248,12.626854565553067,15.96207466182176,12.422007805357577,1.384789026888236,0.2962090726388733,0.001329971626109781,0.0038048415032852297,0.44554201024441653
128,4,trained_to_zero,64,1,3,relu,5000,2.5956219368711695,3.593114870650341e-05,64000,0.0140291699630021,0.0139845936741332,4.457628886892461e-05,4.457628886892461e-05,1.9870455293258112e-09,4.4576288868898584e-05,1.0160336961735212e-05,9.216730539381953e-06,0.0146830224494617,0.0044746271376272,0.0002155911482513,"k_max=3,kind=simple,use_avg_metric=False,factor=True,use_pK=True,output_d_max=1",8.565144062042236,ok,,10.169023200476383,10.980458685588804,15.768005071896434,12.632973691952705,15.948808301489557,12.427965852503725,1.297493931923768,0.3038750772555971,0.003187528354732409,1.7687516793627093e-05,2.5202116763359332
